repo_id,snapshot_month,n_components,semantic_score,aria_score,keyboard_score,wcag_total_dens,wcag_operable_dens,severity_weighted_dens,total_elements,is_treated,treatment_date,full_name,treated_tier,month_int,t_month_int,is_post,rel_month
493838825,2026-05,53,1.0,0.9811320754716981,1.0,0.008,0.0,0.016,125,0,2025-10-04,igordanchenko/yet-another-react-lightbox,0,76,69,1,7
493999248,2022-05,12,1.0,1.0,1.0,0.0,0.0,0.0,18,0,2022-10-05,antvis/LarkMap,0,28,33,0,-5
493999248,2022-06,32,1.0,1.0,1.0,0.0,0.0,0.0,43,0,2022-10-05,antvis/LarkMap,0,29,33,0,-4
493999248,2022-07,34,1.0,1.0,1.0,0.0,0.0,0.0,53,0,2022-10-05,antvis/LarkMap,0,30,33,0,-3
493999248,2022-08,49,1.0,1.0,1.0,0.0,0.0,0.0,109,0,2022-10-05,antvis/LarkMap,0,31,33,0,-2
493999248,2022-09,67,1.0,1.0,1.0,0.005649717514124294,0.0,0.01694915254237288,177,0,2022-10-05,antvis/LarkMap,0,32,33,0,-1
493999248,2022-10,74,1.0,1.0,1.0,0.0055248618784530384,0.0,0.016574585635359115,181,0,2022-10-05,antvis/LarkMap,0,33,33,1,0
493999248,2022-11,114,0.9912280701754386,1.0,0.9912280701754386,0.016129032258064516,0.00967741935483871,0.035483870967741936,310,0,2022-10-05,antvis/LarkMap,0,34,33,1,1
493999248,2022-12,115,0.991304347826087,1.0,0.991304347826087,0.01567398119122257,0.009404388714733543,0.034482758620689655,319,0,2022-10-05,antvis/LarkMap,0,35,33,1,2
493999248,2023-01,117,0.9914529914529915,1.0,0.9914529914529915,0.01524390243902439,0.009146341463414634,0.03353658536585366,328,0,2022-10-05,antvis/LarkMap,0,36,33,1,3
493999248,2023-02,112,0.9888392857142857,1.0,0.9910714285714286,0.017094017094017096,0.011396011396011397,0.037037037037037035,351,0,2022-10-05,antvis/LarkMap,0,37,33,1,4
493999248,2023-03,111,0.990990990990991,1.0,0.990990990990991,0.01644736842105263,0.009868421052631578,0.03618421052631579,304,0,2022-10-05,antvis/LarkMap,0,38,33,1,5
493999248,2023-04,111,0.990990990990991,1.0,0.990990990990991,0.0165016501650165,0.009900990099009901,0.036303630363036306,303,0,2022-10-05,antvis/LarkMap,0,39,33,1,6
